perfume_id,brand,name,old_price,old_price_THB,new_price,new_price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
464,Dolce & Gabbana,Intenso,310,10239.3,194.5,6424.335,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk, Amber","Hay, Moepel Accord, Bran, Clary Sage",4.5,Abu Al Tayyeb Perfumes,3.9,537
465,GUESS,Marciano,171,5648.13,76.8,2536.704,100,EDP,Women,Citrus,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",4.4,Lolita Shop,3.5,244
466,Remy Marquis,Shalis,50.35,1663.0605,50.35,1663.0605,100,EDP,Men,Fruity,"Nutmeg, Oakmoss, Sandalwood","Lavender, Basil",5,VIP.PARFUME,3.5,244
467,LANVIN PARIS,Rumeur 2 Rose,126,4161.78,106.85,3529.2555,100,EDP,Women,Floral,"Patchouli, Amber, Musk","Lily Of The Valley, Jasmine, False Jasmine, Rose, Magnolia, Honeysuckle",4.3,goldiaa,4.1,135
468,Roberto Cavalli,cavali,499,16481.97,115,3798.45,75,EDP,Men,Arabian,"Roasted Tonka Grain, Laos Benzoin","Orange Blossom Extract, Mirabelle Plum",4.3,hadayiq baris,3.8,122
469,Roberto Cavalli,Florence Amber,499,16481.97,209.9,6932.997,75,EDP,Women,Floral,"Honey, Patchouli","Quince, Gardenia, Cashmirwood",4.5,Parvant Store,3.8,78
470,CARON,De Caron,388,12815.64,178,5879.34,200,EDT,Men,Fresh,Musk,Vanille,4.3,ثروة الجمال,3.7,59
471,Paris Hilton,Heiress,224,7398.72,151,4987.53,100,EDP,Women,Fruity,"Violet Leaf, Tahiti Tonka, Light Wood","Jasmine, Tiare Lily, Delightfully Sweet Ylang-Ylang, Honeysuckle, Grenadine",4.4,Abu Al Tayyeb Perfumes,3.6,30
472,CAROLINA HERRERA,212 VIP,445,14698.35,190,6275.7,80,EDP,Women,Arabian,"Vanille, Tonka Bean","Musk, Gardenia",4.4,Number One,4.2,98
473,S.T.Dupont,Essence Pure,215,7101.45,84.6,2794.338,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla, Cedar","Jasmine, Rose",4.4,noon,4.2,98.1K
474,JAGUAR,Jaguar,179,5912.37,59.7,1971.891,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K
475,LACOSTE,L.12.12 Blanc,108,3567.24,89.95,2971.0485,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver",Ylang,5,noon,4.2,98.1K
476,BURBERRY,My Burberry,494,16316.82,179,5912.37,50,EDP,Women,Floral,"Amber, Patchouli","Peach, Rose",5,noon,4.2,98.1K
477,DORALL COLLECTION,Love You Like Crazy,25,825.75,7.25,239.4675,100,EDT,Women,Woody,"Patchouli, musk, vanilla, amber","Peony, jasmine, lily",4.5,B.A.G,3.7,14.1K
478,TRUSSARDI,Extreme,462,15259.86,127.95,4226.1885,100,EDT,Men,Woody,"Vetiver, Patchouli","Fruity-Gourmand, Dark Plum, Powdery Iris",5,Perfumes-shop,3.9,537
479,VERSACE,Versace Pour Homme,405,13377.15,163.55,5402.0565,100,EDT,Men,Fresh,"Amber, Tonka Beans, Musk","Geranium, Clary Sage, Blue Hyacinth",4.7,King-Perfume,3.8,450
480,MING NA,Beibei Bear Blue Par,20.9,690.327,20.9,690.327,50,EDP,Kids Unisex,Floral,"Patchouli, Earthy, Dry Amber","Sandalwood, Peppery, Lavender",4.9,Royal Scent,3.5,244
481,Roberto Cavalli,Paradiso,500,16515,165,5449.95,75,EDP,Women,Woody,"Pine Tree, Cypress, Laurels",Jasmine,4.6,hadayiq baris,3.8,122
482,LALIQUE,Encre Noire,165,5449.95,140,4624.2,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.9,23
483,AZZARO,Visit,156,5152.68,106,3501.18,100,EDT,Men,Woody,"Gray Amber,, Musk","Lebanese Cedar, Guaiac Tree,, Incense",4.3,Beautiful Live,412,7
484,Calvin Klein,Escape,235,7762.05,96.25,3179.1375,100,EDT,Men,Woody,"Sandalwood, Amber, Patchouli, Oakmoss, Vetiver","Rosemary, Cypress, Fir, Sage, Birch, Sea notes",4.5,noon,4.2,98.1K
485,TRUSSARDI,My Name,308,10173.24,228,7530.84,50,EDP,Women,Floral,"Dry Amber, Vanilla","Lilac, Musk",4.6,noon,4.2,98.1K
486,S.T.Dupont,Passenger,310,10239.3,106.15,3506.1345,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk, Sandalwood","Cyclamen, Rose, Gardenia, White Peach",4.9,noon,4.2,98.1K
487,Calvin Klein,Beauty,150,4954.5,106.45,3516.0435,100,EDP,Women,Floral,Cedarwood,Jasmine,4.8,Star.perfume,3.9,537
488,GUESS,Guess,113,3732.39,103.6,3421.908,100,EDT,Women,Woody,"Australian Sandalwood, Musk, Vanilla","Peony, Violet, Jasmine",5,Star.perfume,3.9,537
489,HUGO BOSS,Bottled Intense,426,14070.78,157.85,5213.7855,100,EDP,Men,Spicy,"Sandalwood, Cedar, Vetiver, Vanilla","Geranium, Cloves, Cinnamon",4.5,AMLAQ,3.9,135
490,Rasasi,Royale,43.25,1428.5475,43.25,1428.5475,75,EDT,Men,Spicy,Aromatic Scents,Delicate Musk Fragrance,4,neo lek,3.5,88
491,Estee Lauder,Private Collection,505,16680.15,197,6506.91,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang, Coriander",5,Royal Scent,3.9,69
492,armani,Because It's You by Emporio,427,14103.81,154.7,5109.741,100,EDP,Women,Floral,"Vanilla, Musk",Rose Absolute,5,Asrar Aljamal,3.8,66
493,BURBERRY,The Beat,280,9248.4,150,4954.5,75,EDP,Women,Floral,"White Musk, Vetiver, Cedar Wood","Ceylon Tea, Iris, Bluebell",4.3,Faces,4.2,61
494,Lattafa,Rouat Al Oud,99,3269.97,45,1486.35,100,EDP,Women,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",5,Rihanna World Store,4.4,8
495,Yves Saint Laurent,La Nuit De L`Homme,536,17704.08,314,10371.42,100,EDT,Men,Woody,"Vetiver, Caraway","Bergamot, Virginia Cedar, Lavender",5,The first fragrance,412,7
496,Ajmal,Blu,177,5846.31,139.95,4622.5485,90,EDP,Men,Fresh,"Sandalwood, Musk, Amber","Lotus, Jasmine",4,noon,4.2,98.1K
497,Mont Blanc,Legend,220,7266.6,141.95,4688.6085,100,EDT,Men,Spicy,"Sandalwood, Tonka,, Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose, Apple",5,noon,4.2,98.1K
498,HERMES,Terre D' Hermes,474,15656.22,173,5714.19,100,EDT,Men,Citrus,"woody notes, patchouli, cedar",geranium,3.9,noon,4.2,98.1K
499,HUGO BOSS,Bottled Tonic,376,12419.28,124.9,4125.447,100,EDT,Men,Citrus,"Woodsy Notes, Vetiver","Ginger, Cinnamon, Cloves, Geranium",4.1,Star.perfume,3.9,537
500,Roberto Cavalli,Dupont,360,11890.8,120,3963.6,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanille",African Orange Flower,4.6,Star.perfume,3.9,537
501,BURBERRY,Burberry Body,13,429.39,8.5,280.755,2,EDT,Women,Woody,"Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus","Rose Damascena Essence, Incense",4,Princess of beauty,3.8,467
502,BENTLEY,Intense,169,5582.07,128,4227.84,100,EDP,Men,Spicy,"Leather, Benzoin, Incense, Cedar, Patchouli","Clary Sage, African Geranium, Cinnamon, Rum, Wood",4.3,Parisian Store,3.9,425
503,BURBERRY,My Burberry,700,23121,197.95,6538.2885,90,EDP,Women,"Floral, Oriental","Damascus, Centifolia Rose","Geranium, Freesia Flowers, Golden Quince",4.7,Grass gulf,3.9,135
504,Estee Lauder,Private Collection,330,10899.9,219.4,7246.782,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",5,Golden Perfumesعطر أصلي 100 %,3.6,111
505,LALIQUE,Encre Noire,485,16019.55,136.95,4523.4585,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,3.7,76
506,Yves Saint Laurent,Rive Gauche Homme,560,18496.8,560,18496.8,80,EDT,Men,Aromatic,Gaiac Wood,"Patchouli, Vetiver",4.7,Abu Al Tayyeb Perfumes,3.5,63
507,LANVIN PARIS,Modern Princess,356,11758.68,174,5747.22,90,EDP,Women,Floral,"White Musk, White Woods, Vanilla orchid","Jasmine, Freesia",5,Ryhana Perfume,4.2,25
508,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361,11923.83,186,6143.58,50,EDT,Men,Citrus,"Patchouli, Oakmoss, Sandalwood","Cloves, Lily, Nutmeg",4.7,noon,4.2,98.1K
509,Nikos,Sculpture Homme,220,7266.6,52.95,1748.9385,100,EDT,Men,Floral,"Amber, Benzoin, Cedar, Tonka Beans","Geranium, Jasmine, Lily Of The Valley, Rose",4.5,noon,4.2,98.1K
510,DAVIDOFF,The Brilliant Game,215,7101.45,93.75,3096.5625,100,EDT,Men,Arabian,Sensual Addiction Of The Tonka Bean Note,Charismatic Virility Of A Cedarwood,4.2,noon,4.2,98.1K
511,BURBERRY,London,370,12221.1,172.5,5697.675,100,EDP,Women,Floral,"Musk, Patchouli, Sandalwood","Jasmine, Tiare Flower, Peony, Clementine",4.7,Star.perfume,3.9,537
512,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,14599.26,108.75,3592.0125,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.7,319
513,Parfums Gres,Cabotine,135,4459.05,75,2477.25,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk, Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet, Iris",4.8,AMLAQ,3.9,135
514,Elizabeth Arden,Green Tea,77,2543.31,72.95,2409.5385,100,EDP,Women,Citrus,"Caraway, Amber, Musk, By Green Tea , Jasmine, Cloves, Oakmoss, Celery Seeds","Carnation, Musk,jasmine, Oakmoss, Amber, white Fennel",5,Golden Perfumesعطر اصلي 100 %,3.6,111
515,Van Cleef & Arpels,Ambre Imperial,730,24111.9,479,15821.37,75,EDP,Unisex,Woody,Woodsy Notes,"Tonka Bean, Vanilla, Amber, Benzoin",5,PARFUM.1990,3.8,76
516,LANVIN PARIS,L'Homme Sport,170,5615.1,149.45,4936.3335,100,EDT,Men,Aromatic,"Cedar, Sandalwood, Musk, Amber, Iris, Vetiver, Benzoin, Moss, Spices","Jasmine, Violet, Iris, Ylang-Ylang, Gardenia, Carnation, Rosemary, Orchid, Cloves",4,Parvant Store,3.8,76
517,J.CASANOVA,Pandora,79.95,2640.7485,79.95,2640.7485,50,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber, Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus, Orchid",5,VIP.PARFUME,3.5,75
518,HUGO BOSS,Femme,316,10437.48,139.95,4622.5485,75,EDP,Women,Floral,"Apricot, Lemon Wood.","Jasmine, Fleur De Lys, Bulgarian Rose",4.8,Grass gulf,3.9,69
519,Calvin Klein,Secret Obsession,202,6672.06,163.95,5415.2685,100,EDP,Women,Woody,"Burnt Amber, Cashere Woods, Vanilla, Sandalwood","Jasmine, Orange Flower, Tuberose",5,Chansles,3.9,33
520,AZZARO,Wanted,365,12055.95,196.2,6480.486,100,EDT,Men,Woody,"Haitian vetiver, tonka bean, amberwood","Guatemalan cardamom, juniper, apple, geranium",5,noon,4.2,98.4K
521,Kenneth Cole,Black,315,10404.45,177.9,5876.037,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf, Suede","Nutmeg, Incense, Cedar, Lotus, Exotic Woods",4.5,noon,4.2,98.1K
522,CARTIER,La Panthere,693,22889.79,249.25,8232.7275,75,EDP,Women,Fruity,"Oakmoss, Musk, Leather, Patchouli","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.3,noon,4.2,98.1K
523,adidas,Victory League,77,2543.31,30.55,1009.0665,100,EDT,Men,Vanilla,"Cedarwood,Vanilla, Musk","Lavender, Pear, Cinnamon",4.6,noon,4.2,98.1K
524,S.T.Dupont,Dupont,221,7299.63,83.9,2771.217,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae, Amber","Essence Of Birch, Iris, Cedar Wood",4.4,noon,4.2,98.1K
525,PENHALIGON'S,Portraits George,2350,77620.5,886,29264.58,75,EDP,Men,Woody,Tonka Beans,Shaving Soap,5,Beuatyone1,4.2,1.3K
526,BURBERRY,London,241,7960.23,140,4624.2,50,EDP,Women,Floral,"Sandalwood, Musk, Patchouli","Tiare Flower, Jasmine, Peony, a Hint of Fresh Clementine Zest",4.6,Star.perfume,3.9,537
527,HUGO BOSS,Bottled Unlimited,373,12320.19,126,4161.78,100,EDT,Men,Vanilla,"Sandalwood, Musk","Pineapple, Rose",4.4,Al-Najm,3.7,347
528,CHANEL,Bleu De Chanel,920,30387.6,245,8092.35,100,EDT,Men,Citrus,"Labdanum, Sandalwod, Patchouli, Vetiver, Incense, Cedar, White Musk","Ginger, Iso E Super, Nutmeg, Jasmine",4.8,The smart store,3.7,319
529,Laura Biagiotti,Roma Uomo,289,9545.67,173.8,5740.614,125,EDT,Men,Citrus,"Cedarwood, Patchouli, Sandalwood, Benzoin","Jasmine, Heliotrope, Juniperberry, Balsam Fir",4.5,AMLAQ,3.9,135
530,Juicy Couture,Viva La Juicy,151.8,5013.954,151.8,5013.954,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood, Vanilla","Honeysuckle, Gardenia, Jasmine",4.8,AMLAQ,3.9,135
531,joop,Homme,170,5615.1,60,1981.8,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lili of the valley, heliotrope",3.5,hadayiq baris,3.8,122
532,NARCISO RODRIGUEZ,Narciso Rodriguez,436,14401.08,207,6837.21,50,EDP,Women,Floral,"Patchouli,Sandalwood","Amber,Musk",5,Ahmed Mohamed Abbas Abbas Trading Est,4.2,98
533,Dolce & Gabbana,3 L'Imperatrice,640,21139.2,157.65,5207.1795,100,EDT,Women,Floral,"Musk, Sandalwood, Lemon Tree","Watermelon, Cyclamen, Jasmine",4,noon,4.2,98.1K
534,PRADA,Amber Intense,324,10701.72,321.95,10634.0085,100,EDP,Men,Spicy,Creamy Amber,Vanilla,4.4,noon,4.2,98.1K
535,CHOPARD,Wish,210,6936.3,83.9,2771.217,75,EDP,Women,Arabian,"Voluptuous Sensuality, Living Temple Incense, Amber, Vanilla Bean, Toffee, Tonka Bean","Floral Bouquet, Living Patchouli Flower, Magnolia, Jasmine, Living Osmanthus Flower",4.8,noon,4.2,98.1K
536,AZZARO,Visit,310,10239.3,110,3633.3,100,EDT,Men,Woody,"Amber, musk","Labdanum, guaiac wood, incense, cedar",1,Star.perfume,3.9,537
537,Rasasi,Blue Lady,59,1948.77,27,891.81,40,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Amber, Musk","Peach, Plum, Narcissus, Jasmine",4.5,Kathya,3.8,116
538,CHANEL,Bleu De Chanel,930,30717.9,374,12353.22,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,3.9,66
539,MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,16.9,558.207,16.9,558.207,25,EDP,Women,Jasmine,balsamic,bakhoor,5,warddah,3.7,56
540,GUESS,Dare,92,3038.76,79.9,2639.097,100,EDT,Men,Spicy,"Musk, Patchouli, Cedar Wood","Flowers Herb Shepherd, Cashmere, Jasmine",4.3,Noor,3.6,27
541,Mancera,Musky Garden,396,13079.88,297.65,9831.3795,120,EDP,Women,Floral,"White Musk, Blackberry, Raspberry, Amber","Iris, Bulgarian Rose, Indian Jasmine, Patchouli Leaf",5,Tiffany,4.3,22
542,LACOSTE,Eau De Lacoste,420,13872.6,139,4591.17,90,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose, Orange Flower",4.6,Beautiful Live,3.8,7
543,Geoffrey Beene,Grey Flannel,105,3468.15,82.9,2738.187,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver, Cedar","mimosa, iris, violet, sage, rose, geranium, Narcissus",5,Beautiful Live,3.9,7
544,BURBERRY,Burberry Body,499,16481.97,148.3,4898.349,85,EDP,Women,Fruity,"Sandalwood, Cashmerean, Musk, Amber, Vanilla","Roses, Iris",5,noon,4.2,98.1K
545,JAGUAR,Classic,120,3963.6,63.75,2105.6625,100,EDT,Men,Arabian,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.4,noon,4.2,98.1K
546,DAVIDOFF,Cool Water,150,4954.5,71.75,2369.9025,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K
547,GUESS,Marciano,111,3666.33,83.3,2751.399,100,EDP,Women,Citrus,"Vanilla, Musk, Woody Accords","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",4.4,noon,4.2,98.1K
548,jennifer lopez,Still,330,10899.9,108.3,3577.149,100,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",4,Star.perfume,3.9,537
549,Armaf,Club De Nuit Intense,210,6936.3,190,6275.7,200,EDP,Men,Jasmine,"Vanilla, Ambergris, Musk, Patchouli","Rose, Jasmine, Birch",5,Attractive perfume,3.5,244
550,Genie,1029 Collection,36,1189.08,14.4,475.632,25,EDP,Women,Fruity,"Vegetal Amber, Musk, Mahogany","Magnolia, Lotus, Peony",4,moon perfume,3.7,199
551,cacharel,Anais Anais Loriginal,157.1,5189.013,157.1,5189.013,50,EDT,Women,Fruity,"Vetiver, Moss, Sandalwood, Musk, Black Currant","Lily, Lily-Of-The-Valley, Rose, Jasmine, Ylang-Ylang",4.5,AMLAQ,3.9,135
552,HOUBIGANT,Quelques Fleurs L'Original,599,19784.97,285,9413.55,100,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",5,AMLAQ,3.9,135
553,Dolce & Gabbana,The One Royal Night,630,20808.9,290.75,9603.4725,100,EDP,Men,Woody,"Sandalwood, Cedar, Amber, Labdanum","Pear Wood, Nutmeg",5,AMLAQ,3.9,135
554,Givenchy,Xeryus Rouge,259,8554.77,199,6572.97,100,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense, cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain, geranium",4.4,Brides Palace,3.5,32
555,Ajmal,Sacrifice,153,5053.59,70,2312.1,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,3.5,27
556,Estee Lauder,Beautiful,570,18827.1,181.2,5985.036,75,EDP,Women,Floral,"Sandalwood, Vetiver, Amber","Orange Flower, Muguet, Jasmine, Ylang-Ylang",4.6,noon,4.2,98.1K
557,Armaf,Club De Nuit Intense Man,162,5350.86,124.3,4105.629,105,EDT,Men,Citrus,"Amber, Agarwood, Vanilla, Patchouli","Caraway, Nutmeg, Violet, Pepper",5,noon,4.2,98.1K
558,Mancera,Roses Vanille,485,16019.55,248.85,8219.5155,120,EDP,Women,Vanilla,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",5,noon,4.2,98.1K
559,DORALL COLLECTION,DC,29,957.87,9.3,307.179,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4,B.A.G,3.7,14.1K
560,COACH,New York,5.6,184.968,5.6,184.968,2,EDT,Men,Citrus,"Vetiver, Suede, Ambergris","Cardamom, Coriander, Geranium",4.7,Princess of beauty,3.8,467
561,GIORGIO ARMANI,Code,513,16944.39,265,8752.95,75,EDT,Men,Citrus,"Tobacco, Leather, Tonka Bean",Olive Flower Spiced With Star Anise,5,goldiaa,4.1,135
562,Van Cleef & Arpels,First,300,9909,171.5,5664.645,100,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",5,AMLAQ,3.9,135
563,LOEWE,Esencia,529,17472.87,200,6606,100,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",4.5,Parfume-Stor,4.3,118
564,Parfums De Marly,Delina Exclusive,1696,56018.88,785,25928.55,75,EDP,Women,Woody,"Woody, Amber, Vanilla","Turkish Rose, Incense, Burning Oud",4,Golden Perfumesعطر أصلي 100 %,3.6,111
565,ESCADA,Especially Elixir,283,9347.49,198.5,6556.455,75,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere, Dry Amber","Ylang Ylang, Turkish Rose, Plums",4.3,ثروة الجمال,3.8,78
566,JAGUAR,Classic Blue,290,9578.7,67,2213.01,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.2,59
567,NICOLAI,Patchouli Intense,1714,56613.42,653.65,21590.0595,100,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",5,noon,4.2,98.4K
568,COACH,Floral,357,11791.71,173.6,5734.008,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla, Woody Notes","Gardenia, Hedione, Jasmine Sambac, Tea Rose",4.6,noon,4.2,98.1K
569,VERSACE,The Dreamer,499,16481.97,135.7,4482.171,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4,noon,4.2,98.1K
570,Aramis,900 Herbal Spray,179,5912.37,100,3303,100,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",4,Star.perfume,3.9,537
571,Fendi,L'Acquarossa,430,14202.9,238.5,7877.655,75,EDP,Women,Musk,"Red Cedar White Musk, Patchouli","Lantana Flower,  Rose Orange Blossom, Magnolia",5,top langri,3.7,347
572,Roberto Cavalli,Florence,405,13377.15,139.5,4607.685,50,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",4.4,AMLAQ,3.9,135
573,Dolce & Gabbana,Light Blue,476,15722.28,220.25,7274.8575,100,EDT,Women,Floral,"Musk Wood, Incense, Oakmoss","Jasmine, White Rose",4.5,AMLAQ,3.9,135
574,Estee Lauder,Pleasures Intense,410,13542.3,259.9,8584.497,100,EDP,Women,Floral,"Maple,VanillaStyrax,Benzoin","Lily,Tiare Flower,Jasmine,Moroccan Rose",4.6,Y,3.5,75
575,Ajmal,Wisal,58,1915.74,58,1915.74,50,EDP,Women,Floral,"Rose, Sensual Musk",Sandalwood,5,alkhalijiah  perfume,3.5,75
576,Dior,Sauvage,770,25433.1,337.9,11160.837,100,EDP,Men,Arabian,"Ambroxan, Vanilla","Sichaun Pepper, Lavender, Star Anise, Nutmeg",4,ثروة الجمال,3.7,66
577,S.T.Dupont,Passenger,294,9710.82,99,3269.97,100,EDT,Men,Spicy,"Paraguayan Lignum Vitae, Indonesian Patchouli, Laotian Benzoin, Copper Accords","Indian Ginger,  Guatemalan Cardamom, Mauritanian Red Pepper, Lavender",5,London store,3.7,23
578,BVLGARI,Goldea The Roman Night Absolute,536,17704.08,261.5,8637.345,75,EDP,Women,Floral,"Black Musk, Moss, Patchouli","Jasmin Sambac, Madagascar Vanilla",4,noon,4.2,98.1K
579,HUGO BOSS,Hugo,395,13046.85,99,3269.97,125,EDT,Men,Fresh,"Patchouli, Fir, Cedar","Carnation, Sage, Geranium, Jasmine",4.5,Cute Shop,4.2,98
580,BVLGARI,Petits Et Mamans,254,8389.62,193.95,6406.1685,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K
581,DORALL COLLECTION,Eternally Hot,29,957.87,8,264.24,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,3.7,14.1K
582,Dunhill,Desire,111,3666.33,54.95,1814.9985,30,EDT,Men,Fresh,"Vanilla, Musk, Labdanum","Rose, Teakwood, Patchouli",4.8,Star.perfume,3.9,537
583,marbert man,Marbert Man,134,4426.02,68.8,2272.464,125,EDT,Men,Woody,"Musk, Sandalwood, Cedar, Oakmoss","Carnation, Cinnamon, White Honey",3.3,VIP.PARFUME,3.6,113
584,AVON,Always,84,2774.52,84,2774.52,50,EDP,Women,Floral,Cashmere Woods,Orange Blossoms,5,neo lek,3.5,88
585,Aramis,Brown,161,5317.83,94.15,3109.7745,110,EDT,Men,Woody,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",5,VIP.PARFUME,3.8,76
586,GUESS,By Marciano,128,4227.84,109.95,3631.6485,100,EDP,Women,Floral,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",5,Parvant Store,3.8,76
587,LALIQUE,Encre Noire,485,16019.55,134.95,4457.3985,100,EDT,Men,Woody,"Cashmere Wood, Musk","Haiti Vetiver, Bourbon Vetiver",4.5,Abu Al Tayyeb Perfumes,4.2,59
588,GIORGIO ARMANI,Si Passione,630,20808.9,246.5,8141.895,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Heliotrope, Pine Apple, Jasmine, Rose",4.8,Parfume-Stor,3.9,33
589,CARTIER,Declaration Essence,478,15788.34,173.6,5734.008,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K
590,Sedr Al-Khaleej Perfumes,For Ever,34.85,1151.0955,34.85,1151.0955,100,EDP,Men,Fresh,"Woody, Musk, Amber","Praline, Cardamom, Cinnamon",4,noon,4.2,98.1K
591,Givenchy,Organza,550,18166.5,251.65,8311.9995,100,EDP,Women,Arabian,"Guaiac Wood, Woodsy Notes, Virginia Cedar, Amber, Vanilla","Peony, Walnut, Iris, Jasmine, Tuberose, Honeysuckle",4.8,noon100% Genuine Product,4.2,98.1K
592,Roberto Cavalli,Uomo,452,14929.56,126,4161.78,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K
593,DKNY,Be Delicious Red,375,12386.25,314.9,10401.147,100,EDP,Women,Floral,"Leather, Vanilla Pod, Amber","Patchouli, Apple, Rose",4.6,the beauty,4.1,538
594,MONTBLANC,Mont Blanc Legend,220,7266.6,140,4624.2,100,EDT,Men,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli, Ylang-Ylan",4.8,Al-Najm,3.7,347
